plan_version,row_id,artifact_id,case_id,family,case_class,variant,form,surface_mode,requested_model_id,model_snapshot_id,route,upstream_provider,fallbacks_allowed,samples,max_tokens,est_input_tokens_per_call,est_output_tokens_per_call,usd_per_mtok_input,usd_per_mtok_output,est_usd,notes
1.2,EAGS-02-MERCY__base__horizon-silent--open--deepseek-deepseek-v4-pro,EAGS-02-MERCY__base__horizon-silent,EAGS-02-MERCY,EAGS-02,mercy,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,EAGS-02-MERCY__base__horizon-silent--open--openai-gpt-5-6-sol,EAGS-02-MERCY__base__horizon-silent,EAGS-02-MERCY,EAGS-02,mercy,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,EAGS-02-MERCY__base__horizon-silent--open--openai-gpt-5-6-terra,EAGS-02-MERCY__base__horizon-silent,EAGS-02-MERCY,EAGS-02,mercy,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,EAGS-02-MERCY__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,EAGS-02-MERCY__base__horizon-silent,EAGS-02-MERCY,EAGS-02,mercy,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,EAGS-02-NULL__base__horizon-silent--closed--claude-opus-5,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,EAGS-02-NULL__base__horizon-silent--closed--deepseek-deepseek-v4-pro,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,EAGS-02-NULL__base__horizon-silent--closed--openai-gpt-5-6-sol,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,EAGS-02-NULL__base__horizon-silent--closed--openai-gpt-5-6-terra,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,EAGS-02-NULL__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,EAGS-02-NULL__base__horizon-silent--open--claude-opus-5,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,EAGS-02-NULL__base__horizon-silent--open--deepseek-deepseek-v4-pro,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,EAGS-02-NULL__base__horizon-silent--open--openai-gpt-5-6-sol,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,EAGS-02-NULL__base__horizon-silent--open--openai-gpt-5-6-terra,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,EAGS-02-NULL__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,EAGS-02-NULL__base__horizon-silent,EAGS-02-NULL,EAGS-02,null,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,FOX-00__base__horizon-silent--open--claude-opus-5,FOX-00__base__horizon-silent,FOX-00,FOX-00,truck_door,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,FOX-00__base__horizon-silent--open--deepseek-deepseek-v4-pro,FOX-00__base__horizon-silent,FOX-00,FOX-00,truck_door,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,FOX-00__base__horizon-silent--open--openai-gpt-5-6-sol,FOX-00__base__horizon-silent,FOX-00,FOX-00,truck_door,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,FOX-00__base__horizon-silent--open--openai-gpt-5-6-terra,FOX-00__base__horizon-silent,FOX-00,FOX-00,truck_door,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,FOX-00__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,FOX-00__base__horizon-silent,FOX-00,FOX-00,truck_door,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,FOX-00__caller-experienced_unlicensed__horizon-silent--open--claude-opus-5,FOX-00__caller-experienced_unlicensed__horizon-silent,FOX-00,FOX-00,truck_door,caller-experienced_unlicensed,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,FOX-00__caller-experienced_unlicensed__horizon-silent--open--deepseek-deepseek-v4-pro,FOX-00__caller-experienced_unlicensed__horizon-silent,FOX-00,FOX-00,truck_door,caller-experienced_unlicensed,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,FOX-00__caller-experienced_unlicensed__horizon-silent--open--openai-gpt-5-6-sol,FOX-00__caller-experienced_unlicensed__horizon-silent,FOX-00,FOX-00,truck_door,caller-experienced_unlicensed,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,FOX-00__caller-experienced_unlicensed__horizon-silent--open--openai-gpt-5-6-terra,FOX-00__caller-experienced_unlicensed__horizon-silent,FOX-00,FOX-00,truck_door,caller-experienced_unlicensed,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,FOX-00__caller-experienced_unlicensed__horizon-silent--open--qwen-qwen3-5-397b-a17b,FOX-00__caller-experienced_unlicensed__horizon-silent,FOX-00,FOX-00,truck_door,caller-experienced_unlicensed,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent--open--claude-opus-5,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent,FOX-00,FOX-00,truck_door,caller-licensed_rehabilitator_rvs,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent--open--deepseek-deepseek-v4-pro,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent,FOX-00,FOX-00,truck_door,caller-licensed_rehabilitator_rvs,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent--open--openai-gpt-5-6-sol,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent,FOX-00,FOX-00,truck_door,caller-licensed_rehabilitator_rvs,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent--open--openai-gpt-5-6-terra,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent,FOX-00,FOX-00,truck_door,caller-licensed_rehabilitator_rvs,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent--open--qwen-qwen3-5-397b-a17b,FOX-00__caller-licensed_rehabilitator_rvs__horizon-silent,FOX-00,FOX-00,truck_door,caller-licensed_rehabilitator_rvs,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,FOX-00__elasticity-license__horizon-silent--open--claude-opus-5,FOX-00__elasticity-license__horizon-silent,FOX-00,FOX-00,truck_door,elasticity-license,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,FOX-00__elasticity-license__horizon-silent--open--deepseek-deepseek-v4-pro,FOX-00__elasticity-license__horizon-silent,FOX-00,FOX-00,truck_door,elasticity-license,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,FOX-00__elasticity-license__horizon-silent--open--openai-gpt-5-6-sol,FOX-00__elasticity-license__horizon-silent,FOX-00,FOX-00,truck_door,elasticity-license,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,FOX-00__elasticity-license__horizon-silent--open--openai-gpt-5-6-terra,FOX-00__elasticity-license__horizon-silent,FOX-00,FOX-00,truck_door,elasticity-license,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,FOX-00__elasticity-license__horizon-silent--open--qwen-qwen3-5-397b-a17b,FOX-00__elasticity-license__horizon-silent,FOX-00,FOX-00,truck_door,elasticity-license,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,FOX-00__paragraph_order-rabies_position_2__horizon-silent--open--claude-opus-5,FOX-00__paragraph_order-rabies_position_2__horizon-silent,FOX-00,FOX-00,truck_door,paragraph_order-rabies_position_2,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,FOX-00__paragraph_order-rabies_position_2__horizon-silent--open--deepseek-deepseek-v4-pro,FOX-00__paragraph_order-rabies_position_2__horizon-silent,FOX-00,FOX-00,truck_door,paragraph_order-rabies_position_2,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,FOX-00__paragraph_order-rabies_position_2__horizon-silent--open--openai-gpt-5-6-sol,FOX-00__paragraph_order-rabies_position_2__horizon-silent,FOX-00,FOX-00,truck_door,paragraph_order-rabies_position_2,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,FOX-00__paragraph_order-rabies_position_2__horizon-silent--open--openai-gpt-5-6-terra,FOX-00__paragraph_order-rabies_position_2__horizon-silent,FOX-00,FOX-00,truck_door,paragraph_order-rabies_position_2,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,FOX-00__paragraph_order-rabies_position_2__horizon-silent--open--qwen-qwen3-5-397b-a17b,FOX-00__paragraph_order-rabies_position_2__horizon-silent,FOX-00,FOX-00,truck_door,paragraph_order-rabies_position_2,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,FOX-00__particularity-named__horizon-silent--open--claude-opus-5,FOX-00__particularity-named__horizon-silent,FOX-00,FOX-00,truck_door,particularity-named,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,FOX-00__particularity-named__horizon-silent--open--deepseek-deepseek-v4-pro,FOX-00__particularity-named__horizon-silent,FOX-00,FOX-00,truck_door,particularity-named,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,FOX-00__particularity-named__horizon-silent--open--openai-gpt-5-6-sol,FOX-00__particularity-named__horizon-silent,FOX-00,FOX-00,truck_door,particularity-named,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,FOX-00__particularity-named__horizon-silent--open--openai-gpt-5-6-terra,FOX-00__particularity-named__horizon-silent,FOX-00,FOX-00,truck_door,particularity-named,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,FOX-00__particularity-named__horizon-silent--open--qwen-qwen3-5-397b-a17b,FOX-00__particularity-named__horizon-silent,FOX-00,FOX-00,truck_door,particularity-named,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,GATE-01__base__horizon-silent--closed--claude-opus-5,GATE-01__base__horizon-silent,GATE-01,GATE-01,gate,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,GATE-01__base__horizon-silent--closed--deepseek-deepseek-v4-pro,GATE-01__base__horizon-silent,GATE-01,GATE-01,gate,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,GATE-01__base__horizon-silent--closed--openai-gpt-5-6-sol,GATE-01__base__horizon-silent,GATE-01,GATE-01,gate,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,GATE-01__base__horizon-silent--closed--openai-gpt-5-6-terra,GATE-01__base__horizon-silent,GATE-01,GATE-01,gate,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,GATE-01__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,GATE-01__base__horizon-silent,GATE-01,GATE-01,gate,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,GATE-02__base__horizon-silent--closed--claude-opus-5,GATE-02__base__horizon-silent,GATE-02,GATE-02,gate,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,GATE-02__base__horizon-silent--closed--deepseek-deepseek-v4-pro,GATE-02__base__horizon-silent,GATE-02,GATE-02,gate,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,GATE-02__base__horizon-silent--closed--openai-gpt-5-6-sol,GATE-02__base__horizon-silent,GATE-02,GATE-02,gate,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,GATE-02__base__horizon-silent--closed--openai-gpt-5-6-terra,GATE-02__base__horizon-silent,GATE-02,GATE-02,gate,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,GATE-02__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,GATE-02__base__horizon-silent,GATE-02,GATE-02,gate,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,GATE-03__base__horizon-silent--closed--claude-opus-5,GATE-03__base__horizon-silent,GATE-03,GATE-03,gate,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,GATE-03__base__horizon-silent--closed--deepseek-deepseek-v4-pro,GATE-03__base__horizon-silent,GATE-03,GATE-03,gate,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,GATE-03__base__horizon-silent--closed--openai-gpt-5-6-sol,GATE-03__base__horizon-silent,GATE-03,GATE-03,gate,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,GATE-03__base__horizon-silent--closed--openai-gpt-5-6-terra,GATE-03__base__horizon-silent,GATE-03,GATE-03,gate,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,GATE-03__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,GATE-03__base__horizon-silent,GATE-03,GATE-03,gate,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,GATE-04__base__horizon-silent--closed--claude-opus-5,GATE-04__base__horizon-silent,GATE-04,GATE-04,gate,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,GATE-04__base__horizon-silent--closed--deepseek-deepseek-v4-pro,GATE-04__base__horizon-silent,GATE-04,GATE-04,gate,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,GATE-04__base__horizon-silent--closed--openai-gpt-5-6-sol,GATE-04__base__horizon-silent,GATE-04,GATE-04,gate,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,GATE-04__base__horizon-silent--closed--openai-gpt-5-6-terra,GATE-04__base__horizon-silent,GATE-04,GATE-04,gate,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,GATE-04__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,GATE-04__base__horizon-silent,GATE-04,GATE-04,gate,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,RTHA-01-MERCY__base__horizon-silent--closed--claude-opus-5,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,RTHA-01-MERCY__base__horizon-silent--closed--deepseek-deepseek-v4-pro,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,RTHA-01-MERCY__base__horizon-silent--closed--openai-gpt-5-6-sol,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,RTHA-01-MERCY__base__horizon-silent--closed--openai-gpt-5-6-terra,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,RTHA-01-MERCY__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,RTHA-01-MERCY__base__horizon-silent--open--claude-opus-5,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,RTHA-01-MERCY__base__horizon-silent--open--deepseek-deepseek-v4-pro,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,RTHA-01-MERCY__base__horizon-silent--open--openai-gpt-5-6-sol,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,RTHA-01-MERCY__base__horizon-silent--open--openai-gpt-5-6-terra,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,RTHA-01-MERCY__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,RTHA-01-MERCY__base__horizon-silent,RTHA-01-MERCY,RTHA-01,mercy,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,RTHA-01-NULL__base__horizon-silent--closed--claude-opus-5,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,RTHA-01-NULL__base__horizon-silent--closed--deepseek-deepseek-v4-pro,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,RTHA-01-NULL__base__horizon-silent--closed--openai-gpt-5-6-sol,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,RTHA-01-NULL__base__horizon-silent--closed--openai-gpt-5-6-terra,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,RTHA-01-NULL__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,RTHA-01-NULL__base__horizon-silent--open--claude-opus-5,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,RTHA-01-NULL__base__horizon-silent--open--deepseek-deepseek-v4-pro,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,RTHA-01-NULL__base__horizon-silent--open--openai-gpt-5-6-sol,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,RTHA-01-NULL__base__horizon-silent--open--openai-gpt-5-6-terra,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,RTHA-01-NULL__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,RTHA-01-NULL__base__horizon-silent,RTHA-01-NULL,RTHA-01,null,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,STSK-03-MERCY__base__horizon-silent--closed--claude-opus-5,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,STSK-03-MERCY__base__horizon-silent--closed--deepseek-deepseek-v4-pro,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
